playerID,yearID,stint,teamID,lgID,POS,G,GS,InnOuts,PO,A,E,DP,PB,WP,SB,CS,ZR
schafha01,1872,1,BS1,NA,OF,5,,,7,1,1,0,,,,,
selmafr01,1872,1,WS3,NA,3B,2,,,5,6,7,3,,,,,
selmafr01,1872,1,WS3,NA,C,7,,,20,6,7,1,0,,,,
senseco01,1872,1,PH1,NA,OF,1,,,0,0,0,0,,,,,
simmojo01,1872,1,CL1,NA,1B,15,,,133,3,9,11,,,,,
simmojo01,1872,1,CL1,NA,OF,3,,,0,0,0,0,,,,,
snydeji01,1872,1,BR1,NA,C,1,,,2,1,0,0,0,,,,
snydeji01,1872,1,BR1,NA,OF,1,,,1,0,0,0,,,,,
snydeji01,1872,1,BR1,NA,SS,25,,,29,100,40,2,,,,,
snydejo01,1872,1,BR1,NA,OF,9,,,25,3,8,0,,,,,
spaldal01,1872,1,BS1,NA,OF,7,,,1,0,0,0,,,,,
spaldal01,1872,1,BS1,NA,P,48,,,28,101,14,2,,,,,
spenc01,1872,1,WS4,NA,SS,1,,,0,3,4,0,,,,,
startjo01,1872,1,NY2,NA,1B,55,,,509,0,24,26,,,,,
stearbi01,1872,1,WS4,NA,P,11,,,3,12,7,0,,,,,
studlse01,1872,1,WS4,NA,OF,5,,,12,0,9,0,,,,,
suttoez01,1872,1,CL1,NA,3B,22,,,47,42,35,2,,,,,
swandma01,1872,1,BR1,NA,1B,1,,,13,1,0,0,,,,,
swandma01,1872,1,BR1,NA,2B,1,,,3,1,0,0,,,,,
swandma01,1872,1,BR1,NA,3B,8,,,16,14,18,0,,,,,
swandma01,1872,1,BR1,NA,OF,4,,,13,0,8,0,,,,,
sweasch01,1872,1,CL1,NA,2B,11,,,30,35,13,3,,,,,
sweasch01,1872,1,CL1,NA,OF,1,,,5,0,0,0,,,,,
thakeal01,1872,1,BR2,NA,2B,1,,,3,0,0,0,,,,,
thakeal01,1872,1,BR2,NA,OF,18,,,41,1,10,0,,,,,
tippeji01,1872,1,MID,NA,3B,5,,,5,15,9,1,,,,,
tippeji01,1872,1,MID,NA,OF,19,,,32,3,10,0,,,,,
treacfr01,1872,1,PH1,NA,OF,47,,,93,3,22,1,,,,,
waterfr01,1872,1,WS3,NA,3B,7,,,15,28,8,3,,,,,
waterfr01,1872,1,WS3,NA,C,2,,,3,1,2,0,0,,,,
whitede01,1872,1,CL1,NA,2B,7,,,16,22,9,4,,,,,
whitede01,1872,1,CL1,NA,C,14,,,61,14,10,5,0,,,,
whitede01,1872,1,CL1,NA,OF,5,,,5,1,4,0,,,,,
whitewa01,1872,1,WS4,NA,3B,9,,,27,35,10,2,,,,,
whitewa01,1872,1,WS4,NA,SS,1,,,3,5,3,0,,,,,
woltery01,1872,1,CL1,NA,OF,11,,,6,1,2,0,,,,,
woltery01,1872,1,CL1,NA,P,12,,,1,8,9,1,,,,,
woodji01,1872,1,TRO,NA,2B,25,,,83,57,18,4,,,,,
woodji01,1872,2,BR1,NA,2B,7,,,23,19,8,1,,,,,
worthhe01,1872,1,BR2,NA,OF,1,,,1,0,0,0,,,,,
wrighge01,1872,1,BS1,NA,SS,48,,,87,193,54,25,,,,,
wrighha01,1872,1,BS1,NA,OF,48,,,67,4,11,1,,,,,
wrighha01,1872,1,BS1,NA,P,7,,,1,5,1,1,,,,,
yeatmbi01,1872,1,WS4,NA,OF,1,,,0,0,1,0,,,,,
yorkto01,1872,1,BL1,NA,OF,51,,,145,7,14,2,,,,,
zettlge01,1872,1,TRO,NA,OF,8,,,5,0,1,0,,,,,
zettlge01,1872,2,BR1,NA,OF,1,,,1,1,0,1,,,,,
zettlge01,1872,1,TRO,NA,P,25,,,8,34,10,0,,,,,
zettlge01,1872,2,BR1,NA,P,9,,,4,18,5,1,,,,,
addybo01,1873,1,PH2,NA,2B,10,,,24,23,8,2,,,,,
addybo01,1873,2,BS1,NA,OF,31,,,30,3,11,0,,,,,
allisar01,1873,1,ELI,NA,1B,3,,,27,0,6,0,,,,,
allisar01,1873,1,ELI,NA,C,1,,,5,1,1,0,0,,,,
allisar01,1873,1,ELI,NA,OF,21,,,37,2,7,1,,,,,
allisdo01,1873,1,ELI,NA,C,18,,,47,17,15,3,0,,,,
allisdo01,1873,2,NY2,NA,C,11,,,49,10,9,1,0,,,,
allisdo01,1873,1,ELI,NA,OF,3,,,1,0,1,0,,,,,
allisdo01,1873,2,NY2,NA,OF,1,,,0,0,0,0,,,,,
ansonca01,1873,1,PH1,NA,1B,36,,,396,9,34,19,,,,,
ansonca01,1873,1,PH1,NA,2B,3,,,4,5,7,1,,,,,
ansonca01,1873,1,PH1,NA,3B,11,,,27,16,10,1,,,,,
ansonca01,1873,1,PH1,NA,C,3,,,7,1,1,0,0,,,,
ansonca01,1873,1,PH1,NA,OF,3,,,6,1,1,0,,,,,
atkined01,1873,1,WS5,NA,OF,2,,,1,0,0,0,,,,,
austihe01,1873,1,ELI,NA,OF,23,,,35,4,15,1,,,,,
barloto01,1873,1,BR2,NA,2B,1,,,0,0,0,0,,,,,
barloto01,1873,1,BR2,NA,C,55,,,157,58,67,2,0,,,,
barloto01,1873,1,BR2,NA,SS,1,,,1,2,1,0,,,,,
barnero01,1873,1,BS1,NA,2B,47,,,167,168,58,22,,,,,
barnero01,1873,1,BS1,NA,3B,13,,,31,29,16,4,,,,,
barrebi01,1873,1,BL1,NA,OF,1,,,0,0,0,0,,,,,
barrebi01,1873,1,BL1,NA,SS,1,,,3,1,2,0,,,,,
battijo01,1873,1,PH1,NA,OF,1,,,1,1,1,0,,,,,
bealsto01,1873,1,WS5,NA,2B,26,,,101,81,27,16,,,,,
bealsto01,1873,1,WS5,NA,C,13,,,26,12,9,1,0,,,,
bealsto01,1873,1,WS5,NA,OF,1,,,1,0,0,0,,,,,
bechtge01,1873,1,PH2,NA,OF,52,,,84,9,16,2,,,,,
bechtge01,1873,1,PH2,NA,P,3,,,1,3,2,0,,,,,
bellast01,1873,1,NY2,NA,2B,3,,,0,1,0,0,,,,,
bellast01,1873,1,NY2,NA,3B,7,,,13,8,22,3,,,,,
bielaos01,1873,1,WS5,NA,OF,38,,,64,7,21,0,,,,,
birdsda01,1873,1,BS1,NA,OF,3,,,1,0,4,0,,,,,
boothed01,1873,1,ELI,NA,2B,1,,,2,4,3,0,,,,,
boothed01,1873,1,ELI,NA,OF,17,,,27,1,5,0,,,,,
boothed01,1873,2,BR2,NA,OF,16,,,23,3,7,0,,,,,
boydbi01,1873,1,BR2,NA,3B,8,,,13,18,7,1,,,,,
boydbi01,1873,1,BR2,NA,OF,43,,,38,10,19,1,,,,,
brainas01,1873,1,BL1,NA,2B,1,,,0,2,1,0,,,,,
brainas01,1873,1,BL1,NA,OF,2,,,0,0,0,0,,,,,
brainas01,1873,1,BL1,NA,P,14,,,2,14,4,0,,,,,
brittji01,1873,1,BR2,NA,OF,3,,,3,0,0,0,,,,,
brittji01,1873,1,BR2,NA,P,54,,,12,71,31,0,,,,,
burdoja01,1873,1,BR2,NA,2B,55,,,170,166,76,21,,,,,
burdoja01,1873,1,BR2,NA,C,2,,,0,0,0,0,0,,,,
campbhu01,1873,1,ELI,NA,2B,1,,,2,4,1,0,,,,,
campbhu01,1873,1,ELI,NA,OF,1,,,0,0,0,0,,,,,
campbhu01,1873,1,ELI,NA,P,19,,,6,41,20,0,,,,,
campbhu01,1873,1,ELI,NA,SS,1,,,0,2,0,0,,,,,
campbmi02,1873,1,ELI,NA,1B,18,,,225,2,18,5,,,,,
campbmi02,1873,1,ELI,NA,OF,1,,,4,0,0,0,,,,,
campbmi02,1873,1,ELI,NA,SS,3,,,8,8,6,0,,,,,
careyto01,1873,1,BL1,NA,2B,54,,,134,134,49,22,,,,,
careyto01,1873,1,BL1,NA,3B,4,,,1,5,4,0,,,,,
careyto01,1873,1,BL1,NA,SS,3,,,2,13,2,0,,,,,
clappjo01,1873,1,PH1,NA,2B,1,,,0,2,2,0,,,,,
clappjo01,1873,1,PH1,NA,C,43,,,182,34,22,2,0,,,,
clappjo01,1873,1,PH1,NA,OF,1,,,0,0,0,0,,,,,
clappjo01,1873,1,PH1,NA,SS,6,,,1,15,7,0,,,,,
clintji01,1873,1,ELI,NA,3B,9,,,25,21,20,1,,,,,
cranefr01,1873,1,ELI,NA,2B,1,,,2,2,2,0,,,,,
cravebi01,1873,1,BL1,NA,1B,3,,,17,0,0,1,,,,,
cravebi01,1873,1,BL1,NA,C,22,,,78,21,9,2,0,,,,
cravebi01,1873,1,BL1,NA,OF,7,,,10,0,0,0,,,,,
cravebi01,1873,1,BL1,NA,SS,15,,,24,45,20,5,,,,,
cummica01,1873,1,BL1,NA,P,42,,,20,41,16,2,,,,,
cuthbne01,1873,1,PH2,NA,OF,51,,,110,2,20,1,,,,,
dehlmhe01,1873,1,BR2,NA,1B,54,,,682,9,53,21,,,,,
dehlmhe01,1873,1,BR2,NA,SS,1,,,0,1,0,0,,,,,
devliji01,1873,1,PH2,NA,1B,12,,,118,4,8,9,,,,,
devliji01,1873,1,PH2,NA,3B,6,,,8,11,12,1,,,,,
devliji01,1873,1,PH2,NA,OF,1,,,1,1,0,0,,,,,
devliji01,1873,1,PH2,NA,SS,5,,,4,6,6,0,,,,,
donnepe01,1873,1,WS5,NA,2B,12,,,36,36,10,1,,,,,
donnepe01,1873,1,WS5,NA,3B,1,,,0,0,0,0,,,,,
donnepe01,1873,1,WS5,NA,OF,6,,,13,1,4,0,,,,,
donnepe01,1873,1,WS5,NA,SS,13,,,16,38,15,4,,,,,
doschhe01,1873,1,BR2,NA,OF,1,,,1,0,1,0,,,,,
eggleda01,1873,1,NY2,NA,3B,1,,,0,0,1,0,,,,,
eggleda01,1873,1,NY2,NA,OF,53,,,119,6,20,1,,,,,
eland01,1873,1,BL4,NA,OF,1,,,2,0,1,0,,,,,
farrojo01,1873,1,ELI,NA,1B,1,,,6,0,2,0,,,,,
farrojo01,1873,1,ELI,NA,C,9,,,26,9,17,0,0,,,,
farrojo01,1873,1,ELI,NA,OF,3,,,2,0,0,0,,,,,
farrojo01,1873,1,ELI,NA,SS,1,,,0,2,2,0,,,,,
fergubo01,1873,1,BR2,NA,3B,50,,,109,211,104,9,,,,,
fergubo01,1873,1,BR2,NA,P,4,,,0,4,1,0,,,,,
fishech01,1873,1,PH1,NA,1B,1,,,9,1,1,2,,,,,
fishech01,1873,1,PH1,NA,2B,3,,,3,4,3,0,,,,,
fishech01,1873,1,PH1,NA,OF,45,,,72,12,29,3,,,,,
fishech01,1873,1,PH1,NA,P,13,,,8,8,4,0,,,,,
fislewe01,1873,1,PH1,NA,1B,10,,,72,2,13,3,,,,,
fislewe01,1873,1,PH1,NA,2B,36,,,99,113,36,19,,,,,
fleetfr01,1873,1,ELI,NA,1B,1,,,11,0,0,0,,,,,
fleetfr01,1873,1,ELI,NA,2B,9,,,26,25,8,1,,,,,
fleetfr01,1873,1,ELI,NA,3B,2,,,6,8,4,0,,,,,
fleetfr01,1873,1,ELI,NA,P,3,,,4,7,0,0,,,,,
fleetfr01,1873,1,ELI,NA,SS,9,,,10,32,14,1,,,,,
forceda01,1873,1,BL1,NA,3B,34,,,59,73,29,1,,,,,
forceda01,1873,1,BL1,NA,P,3,,,0,1,0,0,,,,,
forceda01,1873,1,BL1,NA,SS,17,,,32,61,18,5,,,,,
frencbi01,1873,1,BL4,NA,1B,2,,,19,0,2,0,,,,,
frencbi01,1873,1,BL4,NA,3B,1,,,1,1,1,0,,,,,
frencbi01,1873,1,BL4,NA,OF,2,,,2,1,2,0,,,,,
frencbi01,1873,1,BL4,NA,P,1,,,0,0,0,0,,,,,
fulmech01,1873,1,PH2,NA,1B,1,,,5,0,1,0,,,,,
fulmech01,1873,1,PH2,NA,C,1,,,0,0,0,0,0,,,,
fulmech01,1873,1,PH2,NA,P,2,,,1,1,1,0,,,,,
fulmech01,1873,1,PH2,NA,SS,49,,,81,220,75,15,,,,,
gedneco01,1873,1,NY2,NA,OF,53,,,185,10,30,4,,,,,
gerhajo01,1873,1,WS5,NA,SS,13,,,9,40,21,4,,,,,
glennjo01,1873,1,WS5,NA,1B,39,,,384,4,30,20,,,,,
goldswa01,1873,1,BL4,NA,2B,1,,,1,3,2,0,,,,,
greasjo01,1873,1,WS5,NA,P,7,,,5,6,5,1,,,,,
hallge01,1873,1,BL1,NA,OF,35,,,87,2,17,0,,,,,
hastisc01,1873,1,BL1,NA,2B,1,,,1,1,1,0,,,,,
hastisc01,1873,1,BL1,NA,C,19,,,81,10,11,2,0,,,,
hastisc01,1873,1,BL1,NA,OF,12,,,18,0,2,0,,,,,
hatfijo01,1873,1,NY2,NA,2B,11,,,29,20,11,1,,,,,
hatfijo01,1873,1,NY2,NA,3B,45,,,105,84,65,5,,,,,
hatfijo01,1873,1,NY2,NA,OF,1,,,0,0,0,0,,,,,
hicksna01,1873,1,NY2,NA,C,28,,,170,23,52,4,0,,,,
highadi01,1873,1,NY2,NA,2B,18,,,35,25,22,8,,,,,
highadi01,1873,1,NY2,NA,C,17,,,100,17,22,1,0,,,,
highadi01,1873,1,NY2,NA,OF,19,,,15,0,6,0,,,,,
hinespa01,1873,1,WS5,NA,2B,2,,,8,11,3,3,,,,,
hinespa01,1873,1,WS5,NA,C,1,,,2,0,1,0,0,,,,
hinespa01,1873,1,WS5,NA,OF,36,,,83,4,22,0,,,,,
holdsji01,1873,1,NY2,NA,SS,53,,,78,146,65,10,,,,,
holliho01,1873,1,WS5,NA,2B,2,,,2,4,1,1,,,,,
holliho01,1873,1,WS5,NA,OF,30,,,65,5,14,0,,,,,
hoopemi01,1873,1,BL4,NA,C,1,,,3,1,3,0,0,,,,
hoopemi01,1873,1,BL4,NA,OF,2,,,5,0,1,0,,,,,
johnsto01,1873,1,BL4,NA,OF,1,,,0,0,1,0,,,,,
jones01,1873,1,BL4,NA,OF,1,,,4,0,1,0,,,,,
kernajo01,1873,1,BL4,NA,2B,1,,,3,4,3,0,,,,,
kernajo01,1873,1,BL4,NA,OF,1,,,4,0,0,0,,,,,
kesslhe01,1873,1,BR2,NA,1B,1,,,14,1,2,0,,,,,
kohlehe01,1873,1,BL4,NA,1B,1,,,4,0,0,0,,,,,
kohlehe01,1873,1,BL4,NA,3B,6,,,18,6,11,0,,,,,
kohlehe01,1873,1,BL4,NA,C,1,,,2,0,2,0,0,,,,
kohlehe01,1873,1,BL4,NA,OF,1,,,0,0,0,0,,,,,
laughbe01,1873,1,ELI,NA,2B,12,,,36,38,28,6,,,,,
lennobi01,1873,1,BL4,NA,1B,4,,,49,0,3,0,,,,,
lennobi01,1873,1,BL4,NA,3B,1,,,2,1,1,0,,,,,
lennobi01,1873,1,BL4,NA,C,1,,,3,0,2,0,0,,,,
leonaan01,1873,1,BS1,NA,1B,2,,,2,0,2,0,,,,,
leonaan01,1873,1,BS1,NA,2B,12,,,30,31,11,6,,,,,
leonaan01,1873,1,BS1,NA,OF,45,,,79,16,38,1,,,,,
leonaan01,1873,1,BS1,NA,SS,1,,,1,6,1,0,,,,,
lovetle01,1873,1,ELI,NA,P,1,,,0,1,1,0,,,,,
mackde01,1873,1,PH2,NA,1B,42,,,429,8,30,20,,,,,
mackde01,1873,1,PH2,NA,2B,1,,,6,2,0,0,,,,,
mackde01,1873,1,PH2,NA,OF,4,,,3,1,1,0,,,,,
mackde01,1873,1,PH2,NA,SS,3,,,2,12,2,0,,,,,
malonfe01,1873,1,PH2,NA,C,53,,,198,48,28,7,0,,,,
malonfe01,1873,1,PH2,NA,SS,1,,,1,0,2,0,,,,,
mannija01,1873,1,BS1,NA,1B,29,,,306,10,20,14,,,,,
mannija01,1873,1,BS1,NA,OF,5,,,7,0,4,0,,,,,
martiph01,1873,1,NY2,NA,OF,30,,,17,0,8,0,,,,,
martiph01,1873,1,NY2,NA,P,6,,,0,3,7,0,,,,,
mathebo01,1873,1,NY2,NA,OF,5,,,2,0,1,0,,,,,
mathebo01,1873,1,NY2,NA,P,52,,,27,58,27,1,,,,,
mcbridi01,1873,1,PH1,NA,OF,11,,,4,0,5,0,,,,,
mcbridi01,1873,1,PH1,NA,P,46,,,22,60,15,2,,,,,
mcdoo01,1873,1,BL4,NA,P,1,,,0,4,1,0,,,,,
mcgeami01,1873,1,PH1,NA,3B,1,,,0,0,0,0,,,,,
mcgeami01,1873,1,PH1,NA,C,13,,,34,8,11,0,0,,,,
mcgeami01,1873,1,PH1,NA,SS,44,,,60,147,50,9,,,,,
mcmuljo01,1873,1,PH1,NA,OF,51,,,117,3,25,1,,,,,
mcmuljo01,1873,1,PH1,NA,P,1,,,0,3,1,0,,,,,
mcveyca01,1873,1,BL1,NA,1B,3,,,13,0,2,2,,,,,
mcveyca01,1873,1,BL1,NA,2B,4,,,12,5,6,0,,,,,
mcveyca01,1873,1,BL1,NA,3B,2,,,4,1,5,0,,,,,
mcveyca01,1873,1,BL1,NA,C,25,,,82,15,10,0,0,,,,
mcveyca01,1873,1,BL1,NA,OF,6,,,13,0,2,0,,,,,
mcveyca01,1873,1,BL1,NA,SS,5,,,11,18,4,0,,,,,
meyerle01,1873,1,PH2,NA,3B,48,,,86,108,67,7,,,,,
meyerle01,1873,1,PH2,NA,SS,1,,,0,0,0,0,,,,,
millsev01,1873,1,BL1,NA,1B,53,,,515,8,28,14,,,,,
millsev01,1873,1,BL1,NA,OF,1,,,2,0,0,0,,,,,
murnati01,1873,1,PH1,NA,1B,10,,,81,4,12,1,,,,,
murnati01,1873,1,PH1,NA,2B,6,,,12,9,5,0,,,,,
murnati01,1873,1,PH1,NA,OF,30,,,49,2,13,0,,,,,
nelsoca01,1873,1,NY2,NA,1B,1,,,2,0,0,0,,,,,
nelsoca01,1873,1,NY2,NA,2B,27,,,59,54,17,4,,,,,
nelsoca01,1873,1,NY2,NA,3B,5,,,6,11,7,1,,,,,
nelsoca01,1873,1,NY2,NA,C,1,,,2,1,0,0,0,,,,
nelsoca01,1873,1,NY2,NA,OF,6,,,4,0,1,0,,,,,
nevinal01,1873,1,ELI,NA,3B,12,,,11,22,24,0,,,,,
nevinal01,1873,1,ELI,NA,OF,1,,,1,0,0,0,,,,,
orourji01,1873,1,BS1,NA,1B,32,,,350,11,33,18,,,,,
orourji01,1873,1,BS1,NA,C,9,,,27,4,4,2,0,,,,
orourji01,1873,1,BS1,NA,OF,22,,,19,4,11,0,,,,,
paborch01,1873,1,BR2,NA,OF,55,,,138,4,34,1,,,,,
pearcdi01,1873,1,BR2,NA,1B,1,,,1,0,0,0,,,,,
pearcdi01,1873,1,BR2,NA,2B,1,,,0,0,1,0,,,,,
pearcdi01,1873,1,BR2,NA,SS,55,,,36,233,76,10,,,,,
phelpne01,1873,1,NY2,NA,1B,1,,,1,0,0,0,,,,,
phelpne01,1873,1,NY2,NA,OF,1,,,0,0,0,0,,,,,
pikeli01,1873,1,BL1,NA,2B,2,,,6,0,1,0,,,,,
pikeli01,1873,1,BL1,NA,OF,56,,,47,10,24,5,,,,,
popplge01,1873,1,BL4,NA,OF,1,,,1,0,0,0,,,,,
popplge01,1873,1,BL4,NA,SS,1,,,0,1,1,0,,,,,
radcljo01,1873,1,BL1,NA,2B,1,,,1,2,0,0,,,,,
radcljo01,1873,1,BL1,NA,3B,24,,,36,79,36,2,,,,,
radcljo01,1873,1,BL1,NA,SS,23,,,35,56,35,3,,,,,
reachal01,1873,1,PH1,NA,2B,9,,,12,25,5,2,,,,,
reachal01,1873,1,PH1,NA,OF,7,,,17,3,1,0,,,,,
reachbo01,1873,1,WS5,NA,SS,1,,,1,3,4,0,,,,,
remseja01,1873,1,BR2,NA,OF,50,,,102,5,25,2,,,,,
rogerfr01,1873,1,BS1,NA,1B,1,,,13,0,3,1,,,,,
ryanjo01,1873,1,PH2,NA,1B,1,,,7,1,2,1,,,,,
ryanjo01,1873,1,PH2,NA,OF,1,,,2,0,0,0,,,,,
saylo01,1873,1,BL4,NA,OF,1,,,4,0,0,0,,,,,
saylo01,1873,1,BL4,NA,SS,2,,,3,7,5,0,,,,,
schafha01,1873,1,BS1,NA,3B,47,,,90,79,62,7,,,,,
schafha01,1873,1,BS1,NA,OF,13,,,28,2,8,1,,,,,
selmafr01,1873,1,BL4,NA,P,1,,,0,0,1,0,,,,,
senseco01,1873,1,PH1,NA,1B,1,,,0,0,0,0,,,,,
senseco01,1873,1,PH1,NA,OF,19,,,42,1,9,0,,,,,
sheppjo01,1873,1,BL4,NA,C,1,,,2,1,2,0,0,,,,
sheppjo01,1873,1,BL4,NA,OF,2,,,3,0,3,0,,,,,
simpsma01,1873,1,BL4,NA,2B,3,,,4,15,5,0,,,,,
simpsma01,1873,1,BL4,NA,C,1,,,3,2,2,0,0,,,,
smithbi01,1873,1,BL4,NA,2B,1,,,2,3,3,0,,,,,
smithbi01,1873,1,BL4,NA,C,2,,,6,2,2,0,0,,,,
smithbi01,1873,1,BL4,NA,OF,3,,,3,0,3,0,,,,,
smithjo01,1873,1,BL4,NA,OF,2,,,1,0,1,0,,,,,
smithjo01,1873,1,BL4,NA,SS,3,,,7,10,5,0,,,,,
snydepo01,1873,1,WS5,NA,C,28,,,96,44,25,3,0,,,,
snydepo01,1873,1,WS5,NA,OF,3,,,1,0,0,0,,,,,
spaldal01,1873,1,BS1,NA,OF,13,,,1,0,1,0,,,,,
spaldal01,1873,1,BS1,NA,P,60,,,40,131,29,2,,,,,
startjo01,1873,1,NY2,NA,1B,53,,,413,18,26,19,,,,,
startjo01,1873,1,NY2,NA,OF,2,,,0,0,0,0,,,,,
stearbi01,1873,1,WS5,NA,P,32,,,17,27,16,1,,,,,
strated01,1873,1,BL4,NA,OF,1,,,0,0,0,0,,,,,
strated01,1873,1,BL4,NA,P,3,,,0,3,3,0,,,,,
suttoez01,1873,1,PH1,NA,2B,2,,,1,2,3,0,,,,,
suttoez01,1873,1,PH1,NA,3B,43,,,74,113,45,3,,,,,
suttoez01,1873,1,PH1,NA,SS,8,,,13,18,12,2,,,,,
swandma01,1873,1,ELI,NA,1B,2,,,20,0,2,0,,,,,
sweasch01,1873,1,BS1,NA,2B,1,,,1,4,2,0,,,,,
treacfr01,1873,1,PH2,NA,OF,51,,,108,10,35,4,,,,,
wallho01,1873,1,WS5,NA,SS,1,,,0,0,0,0,,,,,
waterfr01,1873,1,WS5,NA,3B,2,,,3,2,2,0,,,,,
waterfr01,1873,1,WS5,NA,OF,4,,,3,2,3,0,,,,,
waterfr01,1873,1,WS5,NA,SS,9,,,13,24,23,0,,,,,
whitede01,1873,1,BS1,NA,C,56,,,229,44,50,4,0,,,,
whitede01,1873,1,BS1,NA,OF,9,,,4,1,2,0,,,,,
whitewa01,1873,1,WS5,NA,3B,37,,,85,108,76,9,,,,,
whitewa01,1873,1,WS5,NA,SS,3,,,3,9,2,0,,,,,
woltery01,1873,1,ELI,NA,P,1,,,0,2,0,0,,,,,
woodhre01,1873,1,BL4,NA,SS,1,,,1,8,1,0,,,,,
woodji01,1873,1,PH2,NA,2B,42,,,141,115,45,27,,,,,
wordsfa01,1873,1,ELI,NA,OF,1,,,1,0,0,0,,,,,
wordsfa01,1873,1,ELI,NA,SS,11,,,8,37,25,1,,,,,
wrighge01,1873,1,BS1,NA,SS,59,,,89,244,79,16,,,,,
wrighha01,1873,1,BS1,NA,OF,58,,,61,11,14,1,,,,,
wrighha01,1873,1,BS1,NA,P,13,,,2,3,2,1,,,,,
yorkto01,1873,1,BL1,NA,OF,57,,,180,10,28,1,,,,,
zettlge01,1873,1,PH2,NA,1B,1,,,1,0,0,0,,,,,
zettlge01,1873,1,PH2,NA,P,51,,,22,93,18,4,,,,,
addybo01,1874,1,HR1,NA,2B,45,,,125,139,48,7,,,,,
addybo01,1874,1,HR1,NA,3B,5,,,10,10,15,0,,,,,
addybo01,1874,1,HR1,NA,SS,1,,,0,1,2,0,,,,,
allisdo01,1874,1,NY2,NA,2B,1,,,1,0,1,0,,,,,
allisdo01,1874,1,NY2,NA,C,34,,,161,25,40,2,0,,,,
allisdo01,1874,1,NY2,NA,OF,47,,,28,4,8,0,,,,,
ansonca01,1874,1,PH1,NA,1B,24,,,229,5,16,9,,,,,
ansonca01,1874,1,PH1,NA,3B,20,,,38,33,21,2,,,,,
ansonca01,1874,1,PH1,NA,C,1,,,0,0,0,0,0,,,,
ansonca01,1874,1,PH1,NA,OF,8,,,11,1,4,0,,,,,
ansonca01,1874,1,PH1,NA,SS,6,,,5,18,8,0,,,,,
barloto01,1874,1,HR1,NA,SS,32,,,65,126,42,4,,,,,
barnero01,1874,1,BS1,NA,2B,51,,,160,167,55,31,,,,,
barnero01,1874,1,BS1,NA,OF,1,,,1,0,2,0,,,,,
barnibi01,1874,1,HR1,NA,C,30,,,111,18,47,0,0,,,,
barnibi01,1874,1,HR1,NA,OF,29,,,26,5,19,2,,,,,
barnibi01,1874,1,HR1,NA,SS,1,,,0,0,2,0,,,,,
battijo01,1874,1,PH1,NA,2B,41,,,111,124,54,20,,,,,
battijo01,1874,1,PH1,NA,OF,7,,,13,1,6,0,,,,,
battijo01,1874,1,PH1,NA,SS,5,,,10,11,9,0,,,,,
bealsto01,1874,1,BS1,NA,2B,12,,,29,33,11,2,,,,,
bealsto01,1874,1,BS1,NA,OF,9,,,6,2,4,0,,,,,
bechtge01,1874,1,PH2,NA,OF,28,,,38,0,14,0,,,,,
bechtge01,1874,1,PH2,NA,P,6,,,2,6,9,0,,,,,
bielaos01,1874,1,BL1,NA,1B,1,,,3,0,1,0,,,,,
bielaos01,1874,1,BL1,NA,OF,43,,,65,10,18,1,,,,,
boardfr01,1874,1,BL1,NA,OF,1,,,0,0,0,0,,,,,
bondto01,1874,1,BR2,NA,P,55,,,27,137,31,1,,,,,
boothed01,1874,1,BR2,NA,2B,1,,,1,0,0,0,,,,,
boothed01,1874,1,BR2,NA,OF,44,,,69,3,17,0,,,,,
boydbi01,1874,1,HR1,NA,3B,25,,,43,44,44,6,,,,,
boydbi01,1874,1,HR1,NA,OF,1,,,2,0,0,0,,,,,
bradyst01,1874,1,HR1,NA,3B,16,,,28,19,24,0,,,,,
bradyst01,1874,1,HR1,NA,OF,11,,,16,2,10,0,,,,,
bradyst01,1874,1,HR1,NA,SS,1,,,0,0,1,0,,,,,
brainas01,1874,1,BL1,NA,2B,21,,,24,41,22,1,,,,,
brainas01,1874,1,BL1,NA,OF,2,,,1,0,0,0,,,,,
brainas01,1874,1,BL1,NA,P,30,,,8,33,9,2,,,,,
brown01,1874,1,BL1,NA,SS,2,,,3,5,3,0,,,,,
burdoja01,1874,1,NY2,NA,3B,60,,,160,131,64,7,,,,,
burdoja01,1874,1,NY2,NA,OF,3,,,3,0,0,0,,,,,
careyto01,1874,1,NY2,NA,2B,13,,,30,34,18,2,,,,,
careyto01,1874,1,NY2,NA,SS,51,,,40,133,50,5,,,,,
carlle01,1874,1,BL1,NA,C,1,,,1,0,3,0,0,,,,
chapmja01,1874,1,BR2,NA,1B,1,,,10,0,0,0,,,,,
chapmja01,1874,1,BR2,NA,OF,53,,,51,12,22,0,,,,,
clackbo01,1874,1,BR2,NA,1B,2,,,29,1,3,1,,,,,
clackbo01,1874,1,BR2,NA,OF,31,,,55,5,17,0,,,,,
clappjo01,1874,1,PH1,NA,C,27,,,126,23,24,3,0,,,,
clappjo01,1874,1,PH1,NA,OF,15,,,19,1,10,1,,,,,
clappjo01,1874,1,PH1,NA,SS,1,,,0,1,0,0,,,,,
clintji01,1874,1,BR2,NA,2B,1,,,2,2,5,0,,,,,
clintji01,1874,1,BR2,NA,OF,1,,,0,0,0,0,,,,,
collida01,1874,1,CH2,NA,OF,2,,,3,0,0,0,,,,,
collida01,1874,1,CH2,NA,P,2,,,0,5,0,0,,,,,
collida01,1874,1,CH2,NA,SS,1,,,1,0,1,0,,,,,
